	ID SoloTodo	Categoría	ID Categoría	Subcategoría	Ordenamiento Principal	Ordenamiento Categoría	Modelo	Título personalizado	Descripción personalizada	Ficha personalizada 1	Ficha personalizada 2	Ficha personalizada 3	Foto Principal	Fotos Secundarias	URL LG	MPN Flixmedia
LT23BPP	38774	Refrigeradores	15	Top freezer			LT23BPP	Refrigerador Top Mount 209 L					https://drive.google.com/open?id=14HLSJo6VNZ7-4zrhlIMsASwYhjtf3fYv	https://drive.google.com/open?id=1Gq2LKNM3BMHMsLo7E34yjQb_hpNaWOlt	https://www.lg.com/cl/refrigeradores/lg-LT23BPP	LT23BPP
LT29BPP	54598	Refrigeradores	15	Top freezer			LT29BPP	Top Freezer con capacidad total de 254 L					https://drive.google.com/open?id=11nOueQ2wtWFjVTUhvBxgUGJa5Q99W416	https://drive.google.com/open?id=1MHtiJz9acQnD9MAYCUb0NSyiH2bbSxmS	https://www.lg.com/cl/refrigeradores/lg-LT29BPP	LT29BPP
LT32BPP	53620	Refrigeradores	15	Top freezer			LT32BPP	Top Freezer con capacidad total de 312 L					https://drive.google.com/open?id=1Z6evUgLHLV7nz2HcCF3zqQgXTciu2xZi	https://drive.google.com/open?id=1lfObxQpVtzPliadTl-66jRi8qgXWZZcC	https://www.lg.com/cl/refrigeradores/lg-LT32BPP	LT32BPP
LT32WPP	53619	Refrigeradores	15	Top freezer			LT32WPP	Top Freezer con capacidad total de 414 L					https://drive.google.com/open?id=1l2DtU1r7YIQdJrrFtUAbiMOOPR52kwOB	https://drive.google.com/open?id=1NnIKQssCRfYbAJ6PiatOoVjSF0CBTPJR	https://www.lg.com/cl/refrigeradores/lg-LT32WPP	LT32WPP
LT39WPP	45892	Refrigeradores	15	Top freezer			LT39WPP	Top Freezer con capacidad total de 393 L							https://www.lg.com/cl/refrigeradores/lg-LT39WPP	LT39WPP
LT41MDP	37997	Refrigeradores	15	Door-in-Door			LT41MDP	Top Freezer con capacidad total de 414 L	Refrigerador Top Freezer con motor Inverter Linear Compressor y capacidad total de 414 Litros				https://drive.google.com/open?id=1p4eQW425sg1cXyW1uqtxF__i8Y6SUdY5	https://drive.google.com/open?id=1671v2sEOa4dLcQV0Q23PeFCa7jtDQm0g	https://www.lg.com/cl/refrigeradores/lg-LT41MDP	LT41MDP
LT44BGP	38346	Refrigeradores	15	Top freezer			LT44BGP	Top Freezer con capacidad total de 438 L	Refrigerador Top Freezer con motor Inverter Linear Compressor y capacidad total de 438 Litros				https://drive.google.com/open?id=13zO3uASY8DZe5I8mEY-pS93Ny4L5eEtT	https://drive.google.com/open?id=1qMXjTI4UjjYNv0OjFiQwme_KX2jnTfoE	https://www.lg.com/cl/refrigeradores/lg-LT44BGP	LT44BGP
LT44MDP	45893	Refrigeradores	15	Door-in-Door			LT44MDP	Top Freezer con capacidad total de 445 L					https://drive.google.com/open?id=1p4eQW425sg1cXyW1uqtxF__i8Y6SUdY5	https://drive.google.com/open?id=1671v2sEOa4dLcQV0Q23PeFCa7jtDQm0g	https://www.lg.com/cl/refrigeradores/lg-LT44MDP	LT44MDP
LT44SGP	37556	Refrigeradores	15	Top freezer			LT44SGP	Top Freezer con capacidad total de 438 L					https://drive.google.com/open?id=1GnrhdhKtYRos9_GaDrrzDsX4LpGcgOuG	https://drive.google.com/open?id=1IuWTupcwMH8G6onVAc0zl61Bzd24sYlS	https://www.lg.com/cl/refrigeradores/lg-LT44SGP	LT44SGP
LT44WGP	45895	Refrigeradores	15	Top freezer			LT44WGP	Top Freezer con capacidad total de 438 L					https://drive.google.com/open?id=1hIP-VUJ8kvTuuT8GnyCrMDcuASuBCamW	https://drive.google.com/open?id=1MsQlDFGIHhSh2SGuypvKbOjxFEb33qJu	https://www.lg.com/cl/refrigeradores/lg-LT44WGP	LT44WGP
LT51MDP	38773	Refrigeradores	15	Door-in-Door		2	LT51MDP	Top Freezer con capacidad total de 512 L	Refrigerador Top Freezer con motor Inverter Linear Compressor y capacidad total de 512 Litros				https://drive.google.com/open?id=1V0JZSsJ2F_a5ZndKcpbkrorAdmALbONC	https://drive.google.com/open?id=1ms1uB-nokGS1-7PLXIv-nV1P3emlRU5O	https://www.lg.com/cl/refrigeradores/lg-LT51MDP	LT51MDP
LT51SGD	45896	Refrigeradores	15	Top freezer			LT51SGD	Top Freezer con capacidad total de 509 L							https://www.lg.com/cl/refrigeradores/lg-LT51SGD	LT51SGD
LT51SGP	39529	Refrigeradores	15	Top freezer			LT51SGP	Top Freezer con capacidad total de 509 L					https://drive.google.com/open?id=1fSnccg4yGZ_6W2ww4PaAqMEA_XDrYIMB	https://drive.google.com/open?id=1S_3M-CCD72a39DOUYy1oKL77yDQ-yTUk	https://www.lg.com/cl/refrigeradores/lg-LT51SGP	LT51SGP
LB37MPGK	62567	Refrigeradores	15	Bottom freezer											https://www.lg.com/cl/refrigeradores/lg-LB37MPGK	
LB37MPP	61593	Refrigeradores	15	Bottom freezer											https://www.lg.com/cl/refrigeradores/lg-LB37MPP	
LB37SPGK	62654	Refrigeradores	15	Bottom freezer											https://www.lg.com/cl/refrigeradores/lg-LB37SPGK	
LB45SGP	61544	Refrigeradores	15	Bottom freezer											https://www.lg.com/cl/refrigeradores/lg-LB45SGP	
LB45TGT	61543	Refrigeradores	15	Bottom freezer											https://www.lg.com/cl/refrigeradores/lg-LB45TGT	
LM78SDSAF	53029	Refrigeradores	15	Door-in-Door											https://www.lg.com/cl/refrigeradores/lg-LM78SDSAF	
